cust,ma_fem_dv,ages,zon_hlv
M330936601,남성,30대,Z04
M331053044,여성,40대,Z06
M331062945,여성,40대,Z17
M331163642,여성,20대,Z17
M331253388,여성,30대,Z17
M331333773,여성,50대,Z10
M331400469,남성,40대,Z10
M331425859,남성,30대,Z10
M331443639,여성,30대,Z06
M331445698,여성,50대,Z12
M331453096,남성,50대,Z10
M331468207,여성,40대,Z10
M331473499,여성,40대,Z10
M331484967,여성,40대,Z13
M331544211,여성,60대,Z10
M331599000,여성,50대,Z04
M331609731,남성,30대,Z03
M331610040,여성,50대,Z05
M331844183,여성,70대,Z17
M331847702,여성,50대,Z05
M331860912,여성,20대,Z10
M331876013,여성,50대,Z17
M331915513,여성,50대,Z13
M332082936,남성,40대,Z11
M332133877,여성,40대,Z04
M332205263,여성,50대,Z17
M332241713,여성,40대,Z06
M332250919,여성,30대,Z09
M332271066,여성,40대,Z14
M332312428,남성,40대,Z04
M332323018,여성,40대,Z10
M332352628,여성,50대,Z17
M332364145,여성,50대,Z17
M332368950,여성,30대,Z04
M332411000,여성,50대,Z10
M332429986,남성,30대,Z17
M332456194,여성,30대,Z17
M332480245,여성,50대,Z04
M332487214,여성,30대,Z12
M332499386,여성,40대,Z14
M332511017,여성,50대,Z01
M332516077,여성,30대,Z16
M332539888,남성,20대,Z04
M332584980,여성,40대,Z10
M332585804,남성,40대,Z13
M332596876,남성,40대,Z17
M332634516,남성,50대,Z10
M332648892,여성,30대,Z17
M332691628,여성,20대,Z17
M332711874,여성,40대,Z17
M332712484,여성,30대,Z08
M332788295,여성,50대,Z17
M332832610,남성,30대,Z10
M332836065,여성,50대,Z02
M332839001,여성,40대,Z17
M332877359,여성,30대,Z08
M332881855,남성,50대,Z17
M332887335,여성,30대,Z16
M332889896,여성,50대,Z08
M332890923,남성,30대,Z17
M332914294,여성,40대,Z04
M332917027,여성,30대,Z17
M332922969,여성,50대,Z03
M332927194,남성,20대,Z10
M333092819,여성,50대,Z10
M333112427,여성,30대,Z10
M333123129,여성,40대,Z10
M333194788,여성,40대,Z17
M333197806,남성,40대,Z10
M333198333,여성,40대,Z10
M333198501,남성,70대,Z10
M333198713,여성,30대,Z10
M333233870,여성,40대,Z14
M333288981,여성,40대,Z04
M333291929,여성,40대,Z10
M333307074,여성,30대,Z05
M333342175,여성,20대,Z10
M333346836,남성,50대,Z06
M333370101,남성,40대,Z17
M333379336,여성,40대,Z03
M333380028,여성,30대,Z13
M333436188,여성,50대,Z12
M333444201,여성,40대,Z10
M333445476,여성,20대,Z10
M333498086,남성,40대,Z17
M333504489,남성,30대,Z10
M333553644,남성,30대,Z14
M333560535,여성,40대,Z10
M333565427,남성,30대,Z12
M333605607,남성,60대,Z05
M333647938,남성,20대,Z17
M333652767,남성,40대,Z17
M333656285,여성,40대,Z13
M333687674,남성,30대,Z14
M333701951,여성,50대,Z17
M333717065,여성,20대,Z17
M333732326,여성,30대,Z11
M333752894,여성,40대,Z11
M333786268,여성,40대,Z08
M333788684,여성,40대,Z14
M333861551,남성,30대,Z10
M333907945,여성,30대,Z04
M333915300,여성,70대,Z17
M333976286,남성,20대,Z11
M333988635,남성,40대,Z11
M334059866,여성,40대,Z05
M334060033,여성,40대,Z10
M334081804,남성,40대,Z08
M334082344,여성,20대,Z06
M334090349,여성,30대,Z17
M334205637,여성,50대,Z10
M334206058,여성,30대,Z17
M334222357,여성,20대,Z01
M334235944,남성,30대,Z04
M334236061,여성,50대,Z10
M334259476,남성,50대,Z17
M334265760,남성,40대,Z04
M334401643,여성,50대,Z10
M334488161,여성,40대,Z17
M334512823,여성,30대,Z17
M334525122,여성,30대,Z08
M334609042,남성,50대,Z10
M334637120,여성,60대,Z10
M334666789,여성,40대,Z04
M334669996,여성,30대,Z04
M334677481,남성,20대,Z10
M334729647,여성,40대,Z17
M334732359,여성,20대,Z17
M334759509,여성,40대,Z08
M334797647,남성,40대,Z12
M334797900,여성,40대,Z17
M334817238,남성,30대,Z17
M334832110,남성,20대,Z10
M334854286,여성,40대,Z17
M334863334,여성,50대,Z10
M334865422,여성,30대,Z13
M334869799,여성,50대,Z17
M334871090,여성,50대,Z17
M334899227,여성,70대,Z13
M334908444,여성,40대,Z12
M334924365,남성,60대,Z10
M334943764,여성,40대,Z08
M334945280,여성,50대,Z04
M335081704,여성,50대,Z16
M335090969,여성,40대,Z17
M335168883,여성,20대,Z17
M335179512,여성,20대,Z11
M335214490,여성,50대,Z16
M335230847,여성,40대,Z05
M335245808,남성,40대,Z03
M335252412,여성,70대,Z10
M335256017,여성,60대,Z11
M335302260,여성,40대,Z05
M335369759,여성,40대,Z13
M335406044,여성,30대,Z10
M335429714,여성,40대,Z16
M335472022,남성,30대,Z10
M335532034,여성,30대,Z15
M335563734,여성,30대,Z10
M335629251,남성,50대,Z03
M335659982,남성,40대,Z06
M335670774,여성,40대,Z10
M335720814,여성,40대,Z16
M335775254,여성,30대,Z10
M335794171,여성,20대,Z10
M335821803,남성,50대,Z17
M335873838,여성,40대,Z10
M335899740,남성,40대,Z10
M335956217,여성,40대,Z04
M335956972,여성,40대,Z13
M336008672,남성,50대,Z17
M336041315,남성,40대,Z10
M336074690,여성,40대,Z10
M336085629,남성,40대,Z17
M336113491,여성,30대,Z10
M336141132,여성,30대,Z17
M336150899,남성,20대,Z10
M336158522,남성,50대,Z16
M336163343,여성,60대,Z09
M336197685,여성,40대,Z17
M336199109,남성,20대,Z17
M336217090,여성,60대,Z04
M336291170,여성,40대,Z17
M336304029,여성,60대,Z17
M336305857,남성,40대,Z10
M336322870,여성,20대,Z12
M336354333,여성,70대,Z17
M336360825,남성,40대,Z14
M336412819,여성,60대,Z17
M336435555,남성,70대,Z17
M336450868,여성,40대,Z11
M336525918,남성,30대,Z10
M336552637,여성,40대,Z12
M336590436,남성,70대,Z17
M336691011,여성,30대,Z06
M336749538,남성,40대,Z10
M336761426,여성,20대,Z04
M336770870,여성,50대,Z04
M336831476,여성,50대,Z04
M336840929,남성,40대,Z10
M336865284,남성,40대,Z08
M336874833,여성,40대,Z14
M336889685,남성,30대,Z09
M336913846,남성,30대,Z14
M336933607,여성,40대,Z13
M336988853,여성,40대,Z10
M337059741,여성,40대,Z09
M337077670,여성,30대,Z17
M337079549,여성,20대,Z10
M337088453,여성,60대,Z10
M337159616,남성,40대,Z16
M337168659,남성,30대,Z17
M337197421,여성,40대,Z10
M337267505,남성,50대,Z17
M337317060,남성,40대,Z17
M337386629,여성,40대,Z07
M337397015,여성,40대,Z11
M337414355,여성,30대,Z17
M337467407,여성,40대,Z17
M337482533,여성,30대,Z13
M337519820,남성,40대,Z08
M337535912,여성,50대,Z11
M337582887,남성,30대,Z08
M337605748,여성,60대,Z10
M337673514,여성,50대,Z16
M337707987,남성,40대,Z17
M337741326,여성,50대,Z10
M337793768,남성,40대,Z04
M337818555,여성,30대,Z07
M337855260,여성,40대,Z17
M337860819,여성,20대,Z10
M337866299,남성,20대,Z16
M337965056,남성,20대,Z09
M337978312,여성,30대,Z17
M338004356,여성,30대,Z10
M338026038,여성,50대,Z04
M338027051,여성,20대,Z16
M338118024,남성,60대,Z11
M338196230,여성,30대,Z17
M338214284,남성,40대,Z17
M338226804,남성,50대,Z17
M338243107,여성,40대,Z17
M338274657,여성,20대,Z10
M338286826,남성,30대,Z10
M338310215,여성,40대,Z08
M338319134,남성,40대,Z07
M338350592,여성,40대,Z13
M338373214,남성,20대,Z11
M338379710,여성,20대,Z10
M338389343,여성,40대,Z11
M338471804,여성,50대,Z16
M338472318,여성,60대,Z10
M338500249,여성,20대,Z11
M338515890,여성,40대,Z10
M338525329,여성,50대,Z12
M338602498,여성,40대,Z10
M338616594,남성,30대,Z10
M338655116,여성,40대,Z10
M338660373,여성,30대,Z10
M338661359,여성,50대,Z12
M338721841,여성,40대,Z17
M338738385,여성,40대,Z04
M338779776,여성,40대,Z04
M338799838,여성,30대,Z08
M338839554,여성,50대,Z17
M338910875,여성,40대,Z17
M338937486,여성,50대,Z06
M338966166,여성,40대,Z17
M339003270,남성,30대,Z17
M339016071,남성,20대,Z16
M339112380,여성,40대,Z16
M339158251,남성,40대,Z04
M339163367,남성,50대,Z17
M339210788,여성,30대,Z17
M339249679,여성,60대,Z08
M339253117,남성,50대,Z10
M339303748,남성,60대,Z17
M339304431,여성,60대,Z17
M339321183,여성,50대,Z11
M339345739,여성,40대,Z05
M339355690,남성,20대,Z17
M339407607,여성,40대,Z17
M339485629,여성,60대,Z07
M339499678,여성,40대,Z10
M339551391,여성,50대,Z11
M339552715,여성,30대,Z16
M339589882,여성,50대,Z16
M339658750,여성,30대,Z17
M339685490,여성,20대,Z14
M339724251,여성,60대,Z17
M339735821,여성,20대,Z17
M339766499,남성,40대,Z17
M339890744,여성,30대,Z10
M339926048,여성,40대,Z17
M339930817,여성,30대,Z06
M339950075,여성,40대,Z04
M339965073,여성,50대,Z09
M339986474,남성,40대,Z04
M339996343,여성,30대,Z10
M340004418,남성,40대,Z04
M340011301,여성,50대,Z11
M340062179,여성,40대,Z16
M340064166,여성,70대,Z15
M340102050,남성,20대,Z10
M340225579,여성,20대,Z12
M340231155,여성,30대,Z10
M340277529,남성,40대,Z03
M340278767,남성,30대,Z17
M340285445,남성,40대,Z06
M340357894,남성,30대,Z17
M340378964,여성,50대,Z17
M340401542,남성,40대,Z17
M340446580,여성,50대,Z17
M340473008,남성,50대,Z16
M340487258,여성,30대,Z03
M340528859,여성,30대,Z10
M340616764,여성,30대,Z17
M340646331,여성,40대,Z17
M340658249,여성,50대,Z04
M340696040,남성,40대,Z17
M340823796,여성,50대,Z11
M340834945,여성,50대,Z13
M340859617,여성,40대,Z17
M340862964,남성,30대,Z10
M340864347,여성,40대,Z17
M340871006,여성,60대,Z12
M340910296,여성,50대,Z16
M340919392,여성,30대,Z17
M340954582,여성,50대,Z17
M340966125,여성,40대,Z10
M341003277,여성,50대,Z10
M341107536,남성,40대,Z16
M341129114,여성,50대,Z10
M341129212,여성,40대,Z15
M341163856,여성,20대,Z10
M341184313,여성,70대,Z17
M341197337,남성,30대,Z17
M341260052,여성,60대,Z03
M341291234,여성,40대,Z11
M341295485,여성,30대,Z17
M341324085,여성,70대,Z10
M341374425,여성,30대,Z17
M341397025,여성,50대,Z10
M341404371,남성,30대,Z16
M341466463,여성,30대,Z17
M341575742,여성,40대,Z14
M341594102,여성,40대,Z08
M341602420,남성,40대,Z10
M341605232,남성,40대,Z14
M341608031,여성,60대,Z16
M341646704,남성,20대,Z16
M341664647,여성,50대,Z17
M341730357,남성,30대,Z10
M341738949,여성,50대,Z06
M341750834,여성,70대,Z06
M341765246,여성,40대,Z13
M341914413,남성,30대,Z10
M341921132,남성,50대,Z10
M341928609,여성,40대,Z10
M341959878,남성,40대,Z10
M342024716,여성,50대,Z10
M342032973,여성,20대,Z14
M342134209,여성,40대,Z11
M342162623,여성,40대,Z04
M342233916,여성,40대,Z11
M342250170,여성,40대,Z16
M342276582,여성,60대,Z17
M342324356,여성,40대,Z10
M342338249,남성,30대,Z10
M342394078,여성,70대,Z10
M342474894,남성,20대,Z05
M342486646,여성,40대,Z10
M342500773,남성,50대,Z11
M342508479,여성,40대,Z04
M342537676,여성,50대,Z05
M342569692,여성,20대,Z05
M342634161,여성,40대,Z17
M342642578,남성,50대,Z17
M342643098,남성,40대,Z04
M342654736,여성,30대,Z17
M342689927,여성,50대,Z17
M342748126,여성,40대,Z07
M342802797,여성,40대,Z14
M342833058,여성,40대,Z17
M342895475,여성,30대,Z16
M342901582,여성,50대,Z17
M342931213,여성,40대,Z10
M342949359,여성,40대,Z03
M342962951,남성,30대,Z10
M342968577,남성,40대,Z12
M343031824,여성,50대,Z10
M343058103,남성,40대,Z10
M343078649,여성,40대,Z02
M343114120,여성,50대,Z10
M343119089,여성,50대,Z10
M343235503,여성,40대,Z13
M343239155,여성,40대,Z17
M343254660,여성,30대,Z12
M343264688,남성,40대,Z17
M343283098,여성,60대,Z17
M343295622,여성,40대,Z17
M343307255,남성,30대,Z17
M343330247,남성,40대,Z17
M343438288,여성,20대,Z16
M343446260,여성,30대,Z06
M343559345,남성,20대,Z16
M343578868,여성,60대,Z17
M343589909,여성,30대,Z11
M343601809,남성,30대,Z16
M343658137,여성,50대,Z04
M343659173,여성,20대,Z10
M343703411,남성,20대,Z06
M343707481,여성,40대,Z10
M343719510,여성,30대,Z17
M343760405,여성,40대,Z16
M343793983,여성,40대,Z16
M343818925,여성,30대,Z10
M343835312,남성,40대,Z17
M344011246,남성,20대,Z16
M344019139,여성,50대,Z17
M344021442,남성,20대,Z11
M344024803,남성,30대,Z17
M344035588,남성,30대,Z08
M344109726,여성,30대,Z10
M344111066,여성,30대,Z17
M344129674,여성,40대,Z17
M344130541,여성,50대,Z17
M344167920,여성,30대,Z04
M344192900,남성,40대,Z04
M344255126,남성,40대,Z12
M344260537,여성,60대,Z17
M344411487,남성,20대,Z12
M344424019,남성,40대,Z10
M344440393,여성,40대,Z16
M344477914,여성,30대,Z10
M344499611,여성,30대,Z17
M344584010,여성,40대,Z17
M344621103,여성,40대,Z05
M344621943,남성,20대,Z16
M344645501,여성,40대,Z10
M344696163,여성,30대,Z17
M344723870,남성,60대,Z10
M344774747,여성,50대,Z10
M344898652,여성,50대,Z05
M344903307,여성,40대,Z17
M344980753,여성,20대,Z12
M345043879,여성,40대,Z10
M345123039,여성,50대,Z08
M345159058,여성,30대,Z17
M345190708,남성,40대,Z14
M345191599,남성,30대,Z17
M345226333,남성,50대,Z16
M345243951,여성,50대,Z16
M345272403,여성,60대,Z12
M345274879,남성,60대,Z14
M345278803,여성,40대,Z10
M345313454,남성,40대,Z05
M345330524,여성,40대,Z07
M345345456,여성,60대,Z10
M345365044,여성,40대,Z10
M345375852,남성,30대,Z07
M345428648,여성,40대,Z10
M345429608,여성,60대,Z16
M345452157,여성,40대,Z16
M345482193,여성,40대,Z17
M345502333,여성,40대,Z16
M345560760,남성,40대,Z05
M345588612,여성,50대,Z17
M345592032,여성,50대,Z10
M345655069,여성,50대,Z17
M345683804,남성,20대,Z04
M345718501,남성,60대,Z16
M345758349,여성,40대,Z04
M345824240,여성,50대,Z04
M345836433,남성,30대,Z17
M345841186,남성,30대,Z10
M345885861,남성,40대,Z17
M345889784,남성,40대,Z10
M345974313,여성,40대,Z06
M346038350,여성,50대,Z17
M346079172,여성,50대,Z11
M346079490,남성,20대,Z10
M346111732,여성,30대,Z03
M346122705,남성,20대,Z17
M346130701,여성,20대,Z10
M346185476,여성,20대,Z04
M346201236,여성,60대,Z11
M346224630,남성,20대,Z10
M346282471,남성,40대,Z17
M346306264,여성,50대,Z17
M346307429,여성,60대,Z17
M346312805,여성,20대,Z16
M346327202,남성,30대,Z01
M346356576,여성,30대,Z11
M346358400,여성,60대,Z10
M346447562,여성,60대,Z10
M346469232,여성,20대,Z17
M346472385,남성,20대,Z17
M346473231,여성,30대,Z04
M346478953,여성,50대,Z13
M346479264,남성,30대,Z10
M346483252,남성,30대,Z10
M346497657,남성,20대,Z13
M346498625,여성,40대,Z17
M346569330,여성,40대,Z17
M346576567,여성,40대,Z17
M346612601,남성,20대,Z14
M346622078,여성,40대,Z07
M346671326,남성,30대,Z06
M346810786,여성,40대,Z10
M346860026,여성,40대,Z09
M346871971,여성,40대,Z04
M346885089,여성,50대,Z10
M346898308,여성,50대,Z10
M346900314,남성,30대,Z17
M346988405,남성,20대,Z10
M346997488,남성,60대,Z10
M346999304,여성,60대,Z16
M347013832,여성,70대,Z17
M347019293,여성,40대,Z17
M347031569,남성,30대,Z17
M347043237,여성,30대,Z10
M347062507,남성,40대,Z05
M347098701,여성,30대,Z10
M347102226,여성,40대,Z10
M347112590,여성,30대,Z13
M347124259,여성,40대,Z17
M347124327,여성,20대,Z11
M347139064,여성,50대,Z17
M347178817,여성,40대,Z14
M347205172,남성,30대,Z16
M347227926,여성,20대,Z17
M347260106,여성,40대,Z17
M347266962,남성,50대,Z04
M347283578,남성,20대,Z04
M347440379,남성,40대,Z10
M347468230,남성,50대,Z04
M347475637,여성,50대,Z17
M347478054,여성,40대,Z17
M347493616,여성,20대,Z13
M347526340,여성,20대,Z10
M347646043,남성,30대,Z10
M347646686,여성,60대,Z17
M347665990,남성,30대,Z10
M347669174,여성,40대,Z13
M347693551,여성,30대,Z16
M347707946,남성,50대,Z04
M347765967,여성,20대,Z14
M347773641,여성,30대,Z10
M347779870,여성,30대,Z17
M347787444,여성,40대,Z04
M347817365,남성,40대,Z12
M347826745,여성,50대,Z04
M347840031,여성,20대,Z11
M347949577,여성,30대,Z10
M348021954,남성,40대,Z17
M348026309,남성,40대,Z17
M348034756,여성,30대,Z17
M348056935,여성,50대,Z16
M348131435,남성,50대,Z10
M348134648,여성,50대,Z10
M348264594,남성,50대,Z10
M348273075,여성,30대,Z14
M348276545,남성,50대,Z04
M348319864,여성,30대,Z04
M348340451,여성,50대,Z17
M348359592,여성,60대,Z10
M348452531,여성,50대,Z12
M348472542,여성,40대,Z08
M348544034,남성,20대,Z10
M348550431,여성,50대,Z10
M348624880,여성,40대,Z10
M348649629,남성,40대,Z17
M348703401,여성,60대,Z17
M348720778,여성,70대,Z17
M348744475,여성,50대,Z10
M348796971,남성,70대,Z17
M348833958,여성,40대,Z10
M348865352,여성,30대,Z10
M348902096,여성,20대,Z10
M348922854,여성,20대,Z10
M349025504,남성,20대,Z17
M349057903,남성,20대,Z10
M349096544,여성,40대,Z10
M349123093,여성,50대,Z11
M349129203,남성,50대,Z15
M349139014,여성,30대,Z03
M349167140,여성,60대,Z10
M349176559,여성,30대,Z17
M349181462,남성,50대,Z17
M349186491,여성,40대,Z16
M349198548,여성,70대,Z08
M349201842,남성,30대,Z17
M349254944,여성,30대,Z17
M349257843,남성,40대,Z17
M349264145,여성,30대,Z10
M349322181,남성,20대,Z10
M349334435,여성,40대,Z17
M349361346,남성,40대,Z10
M349367317,여성,30대,Z17
M349369359,여성,50대,Z10
M349408724,여성,30대,Z05
M349420894,여성,70대,Z10
M349445095,여성,40대,Z17
M349497346,남성,40대,Z01
M349519056,여성,50대,Z14
M349534078,여성,40대,Z17
M349678199,여성,60대,Z04
M349723026,여성,50대,Z17
M349738816,남성,50대,Z10
M349749699,여성,30대,Z17
M349829973,남성,60대,Z17
M349845612,여성,40대,Z16
M349877188,여성,40대,Z05
M349893125,여성,30대,Z17
M349901705,여성,30대,Z03
M349902795,여성,40대,Z05
M349920656,여성,60대,Z11
M349920781,여성,40대,Z17
M349980167,남성,40대,Z10
M349981389,남성,30대,Z17
